"zip","state","county","land_area_in_sqmi","water_area_in_sqmi","median_household_income"
"63150","MO","St. Louis City",NA,NA,NA
"63164","MO","St. Louis City",NA,NA,NA
"63118","MO","St. Louis city",3.35,0.26,28630
"63156","MO","St. Louis City",NA,NA,NA
"63160","MO","St. Louis City",NA,NA,NA
"59736","MT","Beaverhead County",422.58,0.69,42250
"59761","MT","Beaverhead County",860.99,1.57,37500
"59739","MT","Beaverhead County",964.72,18.01,32500
"59732","MT","Beaverhead County",138.39,0.32,40625
"59746","MT","Beaverhead County",162.24,0.31,53750
"59762","MT","Beaverhead County",611.54,1.57,42083
"59724","MT","Beaverhead County",585.63,0.03,39688
"59725","MT","Beaverhead County",2169.78,8.46,42944
"59727","MT","Silver Bow County",276.28,0.34,50000
"59034","MT","Big Horn County",763.8,5.67,40337
"59031","MT","Big Horn County",70.21,0.01,28000
"59089","MT","Big Horn County",247.96,0.05,38000
"59016","MT","Big Horn County",394.48,0.09,32308
"59025","MT","Big Horn County",453.55,3.4,41875
"59075","MT","Big Horn County",290.05,1.28,27083
"59022","MT","Big Horn County",166.59,0.07,54265
"59024","MT","Yellowstone County",501.13,4.23,44519
"59101","MT","Yellowstone County",509.01,2.82,40820
"59050","MT","Big Horn County",612.57,1,39563
"59035","MT","Big Horn County",75.47,0.54,29091
"59066","MT","Big Horn County",299.98,0.03,35000
"59064","MT","Yellowstone County",149.2,1.61,26731
"59524","MT","Phillips County",720.52,3.96,31776
"59529","MT","Blaine County",415.54,0.26,115938
"59535","MT","Blaine County",738.37,3.05,37500
"59526","MT","Blaine County",780.63,1.02,32344
"59523","MT","Blaine County",1363.67,4.74,45867
"59501","MT","Hill County",1285.99,8.91,43368
"59520","MT","Chouteau County",1084.27,4.77,37679
"59527","MT","Blaine County",210.54,0.97,27750
"59542","MT","Blaine County",243.67,0.52,33214
"59547","MT","Blaine County",28.26,0.13,72917
"59644","MT","Broadwater County",739.06,23.68,42010
"59635","MT","Lewis and Clark County",72.13,0.12,61678
"59647","MT","Broadwater County",78.09,19.95,61292
"59645","MT","Meagher County",1669.33,1.47,38017
"59752","MT","Gallatin County",386.49,5.05,51176
"59641","MT","Broadwater County",NA,NA,NA
"59643","MT","Broadwater County",207.77,1.23,34453
"59721","MT","Madison County",257.23,0.45,56576
"59070","MT","Carbon County",156.71,1.11,42708
"59014","MT","Carbon County",412.92,0.89,54821
"59071","MT","Carbon County",98.83,0.27,64875
"59041","MT","Carbon County",196.74,1.38,43796
"59007","MT","Carbon County",57.57,0.01,51250
"59029","MT","Carbon County",101.55,0.57,41250
"59019","MT","Stillwater County",343.94,3.72,54292
"59013","MT","Carbon County",3,0,71563
"59068","MT","Carbon County",527.71,5.52,49458
"59008","MT","Carbon County",101.76,0.73,30694
"59026","MT","Carbon County",20.58,0.15,55625
"59044","MT","Yellowstone County",177.33,2.38,55026
"59001","MT","Stillwater County",159.47,0.07,44550
"59324","MT","Carter County",1605.04,2.64,41964
"59319","MT","Carter County",NA,NA,NA
"59311","MT","Carter County",1015.64,2.97,28125
"59332","MT","Carter County",600.58,1.8,39821
"59316","MT","Carter County",NA,NA,NA
"59463","MT","Cascade County",227.9,0,52500
"59485","MT","Cascade County",20.1,0.64,85000
"59414","MT","Cascade County",1.66,0.18,24320
"59412","MT","Cascade County",384.01,0.03,57500
"59402","MT","Cascade County",NA,NA,NA
"59477","MT","Cascade County",72.22,0.08,46591
"59401","MT","Cascade County",3.11,0.29,39660
"59443","MT","Cascade County",62.33,0.01,39226
"59487","MT","Cascade County",52.53,0,48190
"59421","MT","Cascade County",693.99,4.78,52262
"59403","MT","Cascade County",NA,NA,NA
"59468","MT","Teton County",251.99,0.07,57875
"59440","MT","Chouteau County",170.38,1.32,44375
"59436","MT","Teton County",262.7,7.04,48409
"59483","MT","Cascade County",104.48,0.04,60125
"59472","MT","Cascade County",40.33,0.02,44655
"59405","MT","Cascade County",405.82,2.9,41985
"59406","MT","Cascade County",NA,NA,NA
"59404","MT","Cascade County",361.6,3.72,55448
"59480","MT","Cascade County",244.46,0.01,59191
"59465","MT","Cascade County",43.52,0,38750
"59420","MT","Chouteau County",244.71,0.12,64688
"59442","MT","Chouteau County",850.15,8.55,49213
"59450","MT","Chouteau County",381.24,1.2,48333
"59447","MT","Judith Basin County",388.32,0.12,46250
"59540","MT","Hill County",401,0.94,44375
"59446","MT","Chouteau County",708.45,6.53,32303
"59521","MT","Hill County",294.71,0.28,35493
"59416","MT","Pondera County",347.21,0.51,59779
"59433","MT","Teton County",361.7,0.11,43571
"59460","MT","Chouteau County",277.36,2.4,48333
"59351","MT","Powder River County",534.42,0.14,21563
"59338","MT","Custer County",78.27,1.82,25625
"59343","MT","Powder River County",175.12,0.06,52917
"59336","MT","Custer County",928.04,0.68,51250
"59301","MT","Custer County",3145.06,7.42,43698
"59349","MT","Prairie County",1398.72,5.02,40066
"59263","MT","Daniels County",671.37,0.25,46563
"59276","MT","Daniels County",112.37,0.05,NA
"59222","MT","Daniels County",236.13,0.07,46875
"59253","MT","Daniels County",255.18,0.02,33906
"59201","MT","McCone County",1377.33,10.29,42699
"59257","MT","Sheridan County",153.31,0,NA
"59260","MT","Valley County",345.18,0.09,64063
"59259","MT","Dawson County",626.75,0.61,43393
"59339","MT","Dawson County",328.45,0.17,45000
"59330","MT","Dawson County",1214.71,7.55,51500
"59262","MT","Richland County",275.19,1.41,52813
"59315","MT","Dawson County",224.98,0.08,47917
"59215","MT","McCone County",1326.68,7.57,41379
"59353","MT","Wibaux County",889.26,0.66,41875
"59711","MT","Deer Lodge County",616.82,7.52,40205
"59756","MT","Deer Lodge County",11.54,0,NA
"59722","MT","Powell County",366.22,0.74,40685
"59313","MT","Fallon County",927.04,1.76,47708
"59341","MT","Prairie County",NA,NA,NA
"59344","MT","Fallon County",449.19,0.33,54107
"59354","MT","Fallon County",44.99,0.04,63500
"59457","MT","Fergus County",1080.54,0.45,38100
"59464","MT","Fergus County",218.57,0.09,50714
"59441","MT","Fergus County",247.47,0.06,38000
"59471","MT","Fergus County",945.7,3.03,43438
"59462","MT","Judith Basin County",138.75,0.07,51667
"59451","MT","Fergus County",232.32,0.25,31853
"59430","MT","Fergus County",509.23,1.09,41750
"59032","MT","Fergus County",422.7,0.63,33229
"59453","MT","Wheatland County",444.26,0.02,38750
"59489","MT","Fergus County",631.68,5.36,34861
"59418","MT","Judith Basin County",102.04,0,59028
"59424","MT","Fergus County",68.76,0.01,38750
"59912","MT","Flathead County",140.24,2.36,48849
"59937","MT","Flathead County",300.73,9.07,46176
"59922","MT","Flathead County",33.83,38.35,55707
"59928","MT","Flathead County",599.97,6.23,41792
"59916","MT","Flathead County",104.4,0.43,44250
"59901","MT","Flathead County",452.11,12.68,44982
"59927","MT","Flathead County",237.55,2.48,39922
"59845","MT","Flathead County",455.77,2.45,26014
"59913","MT","Flathead County",57.14,0.26,39643
"59911","MT","Flathead County",392.38,40.18,52850
"59917","MT","Lincoln County",258.23,1.92,37178
"59926","MT","Flathead County",9.65,0.12,42188
"59919","MT","Flathead County",949.79,3.34,22500
"59921","MT","Flathead County",NA,NA,NA
"59920","MT","Flathead County",180.35,2.31,45795
"59936","MT","Flathead County",918.89,25.9,55139
"59903","MT","Flathead County",NA,NA,NA
"59904","MT","Flathead County",NA,NA,NA
"59925","MT","Flathead County",377.93,8.59,46607
"59932","MT","Flathead County",26.1,11.06,56364
"59715","MT","Gallatin County",462.3,0.27,47946
"59741","MT","Gallatin County",156.87,0.56,57946
"59760","MT","Gallatin County",59.64,0.42,39792
"59717","MT","Gallatin County",NA,NA,NA
"59718","MT","Gallatin County",239,1.13,55651
"59086","MT","Park County",479.24,1.08,51250
"59714","MT","Gallatin County",445.03,1.06,53816
"59772","MT","Gallatin County",NA,NA,NA
"59716","MT","Gallatin County",400.71,0.52,65794
"59771","MT","Gallatin County",NA,NA,NA
"59730","MT","Gallatin County",673.22,1.76,48107
"59758","MT","Gallatin County",318.51,20.38,47619
"59719","MT","Gallatin County",NA,NA,NA
"59058","MT","Garfield County",396.11,1.66,56458
"59322","MT","Garfield County",548.12,0.55,50000
"59337","MT","Garfield County",2304.02,142.56,39205
"59318","MT","Garfield County",513.13,26.68,41250
"59077","MT","Garfield County",544.66,0.46,61250
"59427","MT","Glacier County",1063.47,7.51,39572
"59486","MT","Pondera County",547.92,14.71,38068
"59411","MT","Glacier County",239.17,7.21,48672
"59434","MT","Glacier County",291.49,3,38375
"59417","MT","Glacier County",1401.8,23.28,27670
"59046","MT","Golden Valley County",557.92,0.89,38583
"59072","MT","Musselshell County",1000.02,2.35,40927
"59074","MT","Golden Valley County",602.29,0.1,39559
"59078","MT","Wheatland County",247.03,3.12,32188
"59858","MT","Granite County",818.05,1.34,43958
"59832","MT","Granite County",260.28,0.26,38409
"59825","MT","Missoula County",518.14,0.87,47452
"59837","MT","Granite County",166.83,0.34,37813
"59528","MT","Hill County",151.93,0.05,50568
"59530","MT","Hill County",244.79,0.15,51250
"59525","MT","Hill County",334.4,1.34,40000
"59532","MT","Hill County",216.58,5.53,46125
"59759","MT","Jefferson County",455.02,0.26,50641
"59601","MT","Lewis and Clark County",138.35,0.26,52207
"59638","MT","Jefferson County",96.48,0,66250
"59631","MT","Jefferson County",170.29,0.02,31250
"59634","MT","Jefferson County",153.75,0.19,93913
"59632","MT","Jefferson County",501.06,1.22,37426
"59701","MT","Silver Bow County",452.27,0.75,37847
"59452","MT","Judith Basin County",414.18,0.46,39813
"59479","MT","Judith Basin County",648.39,0.13,38947
"59469","MT","Judith Basin County",102.07,0,50893
"59824","MT","Lake County",90.43,4.66,40750
"59865","MT","Lake County",156.29,1.74,40056
"59821","MT","Lake County",235.58,0.39,32128
"59863","MT","Lake County",12.35,0.03,21625
"59855","MT","Lake County",0.72,0,23750
"59864","MT","Lake County",189.44,2.82,38569
"59929","MT","Lake County",60.53,2.49,45625
"59931","MT","Lake County",10.25,20.07,54750
"59860","MT","Lake County",242.8,58.55,34871
"59915","MT","Lake County",33.62,3.73,40441
"59914","MT","Lake County",13.93,7.11,41250
"59910","MT","Lake County",55.4,27.38,65221
"59639","MT","Lewis and Clark County",677.04,1.75,35673
"59604","MT","Lewis and Clark County",NA,NA,NA
"59626","MT","Lewis and Clark County",NA,NA,NA
"59636","MT","Lewis and Clark County",1.95,0,NA
"59620","MT","Lewis and Clark County",NA,NA,NA
"59623","MT","Lewis and Clark County",NA,NA,NA
"59624","MT","Lewis and Clark County",NA,NA,NA
"59625","MT","Lewis and Clark County",NA,NA,NA
"59602","MT","Lewis and Clark County",533.65,20.83,63219
"59410","MT","Lewis and Clark County",1169.44,8.74,34609
"59633","MT","Lewis and Clark County",223.3,0.04,66313
"59640","MT","Lewis and Clark County",3.45,0,47361
"59648","MT","Lewis and Clark County",667.88,7.5,48333
"59456","MT","Toole County",374.78,19.92,41000
"59444","MT","Liberty County",332.61,1.43,33125
"59522","MT","Liberty County",889.49,3.62,43036
"59531","MT","Liberty County",227.66,0.1,46750
"59545","MT","Liberty County",87.71,0.19,38750
"59461","MT","Liberty County",52.96,0.08,NA
"59918","MT","Lincoln County",90.79,0.87,40625
"59933","MT","Lincoln County",7.99,0.22,22188
"59923","MT","Lincoln County",1369.3,6.89,31781
"59934","MT","Lincoln County",188.95,1.29,30197
"59935","MT","Lincoln County",899.5,5.35,29981
"59930","MT","Lincoln County",82.87,18.23,36544
"59223","MT","Valley County",222.09,24.8,62917
"59214","MT","McCone County",342.63,7.05,62292
"59274","MT","McCone County",357.24,0.28,48750
"59745","MT","Madison County",174.43,0.49,38125
"59747","MT","Madison County",57.91,0.06,48875
"59735","MT","Madison County",173.84,0.74,45568
"59749","MT","Madison County",198.02,0.14,42256
"59720","MT","Madison County",364.13,3.56,46250
"59740","MT","Madison County",117.29,6.19,41528
"59729","MT","Madison County",538.67,1.71,53750
"59710","MT","Madison County",603.11,1.53,44659
"59754","MT","Madison County",297.8,0.14,44412
"59755","MT","Madison County",85.53,0.02,39219
"59751","MT","Madison County",231.94,0.03,33750
"59642","MT","Meagher County",124.78,0.28,24167
"59053","MT","Meagher County",588.53,1.13,45350
"59830","MT","Mineral County",32.76,0,28750
"59866","MT","Mineral County",227.16,0.91,32981
"59820","MT","Mineral County",397.89,1.33,45956
"59872","MT","Mineral County",477.22,1.91,31837
"59859","MT","Sanders County",693.54,4.65,34290
"59867","MT","Mineral County",58.4,0.04,NA
"59846","MT","Missoula County",206.01,0.26,52891
"59868","MT","Missoula County",180.95,7.4,39625
"59801","MT","Missoula County",6.8,0.07,34462
"59806","MT","Missoula County",NA,NA,NA
"59851","MT","Missoula County",0.22,0.02,61957
"59804","MT","Missoula County",125.93,1.13,50830
"59847","MT","Missoula County",358.25,0.42,61328
"59826","MT","Missoula County",437.02,8.13,39896
"59833","MT","Ravalli County",173.83,0.59,75714
"59807","MT","Missoula County",NA,NA,NA
"59834","MT","Missoula County",73.47,0.52,76488
"59802","MT","Missoula County",46.01,0.66,37931
"59812","MT","Missoula County",NA,NA,NA
"59803","MT","Missoula County",79.81,0.31,61446
"59823","MT","Missoula County",323.28,1.13,47237
"59808","MT","Missoula County",131.12,1.67,54034
"59015","MT","Yellowstone County",247.39,0.54,52125
"59059","MT","Musselshell County",248.46,0.01,49688
"59054","MT","Musselshell County",647.71,0.49,45000
"59030","MT","Park County",483.05,1.04,46064
"59081","MT","Park County",0.89,0,58750
"59027","MT","Park County",215.52,1.16,34600
"59065","MT","Park County",59.04,0.7,49063
"59018","MT","Park County",209.02,0.05,38056
"59047","MT","Park County",896.15,3.01,42910
"59082","MT","Park County",0.29,0.02,70417
"59020","MT","Park County",234.89,3.02,39375
"59052","MT","Sweet Grass County",694.63,1.47,82500
"59084","MT","Petroleum County",NA,NA,NA
"59087","MT","Petroleum County",1481.74,18.45,41250
"59544","MT","Phillips County",536.79,1.92,64250
"59538","MT","Phillips County",2568.06,53.18,40781
"59537","MT","Phillips County",449.31,1.05,127813
"59546","MT","Phillips County",516.7,3.07,42917
"59261","MT","Phillips County",498.51,8.77,45441
"59425","MT","Pondera County",563.93,0.48,45948
"59432","MT","Pondera County",48.95,0.02,41250
"59448","MT","Pondera County",112.9,1.45,28750
"59317","MT","Powder River County",1841.15,0.26,42065
"59345","MT","Powder River County",NA,NA,NA
"59062","MT","Powder River County",131.49,0.05,173750
"59314","MT","Powder River County",281.44,0.11,75000
"59733","MT","Powell County",181.46,0.36,24306
"59854","MT","Powell County",369.9,2.44,42250
"59713","MT","Powell County",164.49,0.07,37500
"59731","MT","Powell County",136.93,0,36705
"59843","MT","Powell County",369.8,1.69,28333
"59728","MT","Powell County",206.01,0.01,51389
"59326","MT","Prairie County",354.73,3.98,31667
"59871","MT","Ravalli County",335.14,0.57,41458
"59875","MT","Ravalli County",129.29,0.66,37181
"59835","MT","Ravalli County",NA,NA,NA
"59841","MT","Ravalli County",1.3,0,38269
"59870","MT","Ravalli County",253.85,1.22,39759
"59827","MT","Ravalli County",75.72,0.14,16756
"59828","MT","Ravalli County",166.7,0.34,42215
"59840","MT","Ravalli County",468.73,2.66,33707
"59829","MT","Ravalli County",747.02,3.37,39295
"59243","MT","Richland County",381.23,1.89,70833
"59217","MT","Richland County",3.48,0,31563
"59270","MT","Richland County",962.81,8.49,62987
"59221","MT","Richland County",283.11,6.01,49727
"59218","MT","Roosevelt County",327.49,1.5,58750
"59242","MT","Sheridan County",38.09,14.85,67750
"59255","MT","Richland County",669.89,6.26,23792
"59213","MT","Richland County",440.16,4.18,34479
"59226","MT","Roosevelt County",324.9,1.37,39125
"59212","MT","Roosevelt County",305.65,3.47,62500
"59312","MT","Garfield County",251.2,0.06,62813
"59004","MT","Rosebud County",NA,NA,NA
"59043","MT","Rosebud County",407.95,0.07,32833
"59327","MT","Rosebud County",2117.01,9.56,43969
"59323","MT","Rosebud County",61.66,0.28,76000
"59003","MT","Rosebud County",681.52,0.04,55375
"59083","MT","Rosebud County",NA,NA,NA
"59347","MT","Rosebud County",843.02,5.21,58214
"59333","MT","Rosebud County",7.42,0.46,NA
"59012","MT","Rosebud County",257.98,0.05,31544
"59039","MT","Rosebud County",436.16,0.68,33438
"59874","MT","Sanders County",355.03,7.37,35655
"59848","MT","Sanders County",35.35,0.41,28000
"59831","MT","Sanders County",108.62,1.15,22135
"59856","MT","Sanders County",79.95,1.35,32946
"59853","MT","Sanders County",260.52,6.03,38833
"59873","MT","Sanders County",756.54,4.3,33377
"59844","MT","Sanders County",120.89,1.98,42500
"59258","MT","Sheridan County",179.56,0.02,67083
"59247","MT","Sheridan County",154.12,0.31,48021
"59219","MT","Sheridan County",255.46,4.36,72000
"59254","MT","Sheridan County",271.61,0.14,43571
"59211","MT","Sheridan County",106.61,0.02,89375
"59275","MT","Sheridan County",380.96,12.23,36667
"59252","MT","Sheridan County",192.29,0.2,40625
"59256","MT","Sheridan County",63.41,0.19,NA
"59702","MT","Silver Bow County",NA,NA,NA
"59703","MT","Silver Bow County",0.9,0,98426
"59743","MT","Silver Bow County",81.88,0.07,39293
"59750","MT","Silver Bow County",67.29,0.15,60208
"59748","MT","Silver Bow County",20.31,0,66354
"59028","MT","Stillwater County",218.73,1.21,61875
"59061","MT","Stillwater County",269.05,1.23,66750
"59057","MT","Yellowstone County",264.06,0.31,62986
"59069","MT","Stillwater County",349.82,0.97,46667
"59011","MT","Sweet Grass County",936.39,4.02,45917
"59063","MT","Stillwater County",69.64,0.87,63523
"59067","MT","Stillwater County",347.19,1.3,62813
"59055","MT","Sweet Grass County",245.83,0.12,81250
"59033","MT","Sweet Grass County",76.13,1.52,39375
"59422","MT","Teton County",1069.26,7.53,35563
"59419","MT","Teton County",84,4.51,47292
"59467","MT","Teton County",245.74,0.16,31250
"59474","MT","Toole County",706.33,9.71,47992
"59466","MT","Toole County",152.85,1.05,36944
"59484","MT","Toole County",133.31,0.95,77500
"59482","MT","Toole County",326.13,7.43,53846
"59435","MT","Toole County",NA,NA,NA
"59454","MT","Toole County",125.15,2.82,27396
"59076","MT","Treasure County",11.89,0,40000
"59010","MT","Treasure County",331.05,0.79,39861
"59038","MT","Treasure County",873.51,5.96,36711
"59225","MT","Valley County",306.76,1.53,32000
"59250","MT","Valley County",547.57,0.37,32500
"59273","MT","Valley County",NA,NA,NA
"59244","MT","Valley County",198.03,0.12,41667
"59241","MT","Valley County",1322.39,2.6,43929
